17.62
17.97
20.095
20.445
22.535
22.92
25.36
27.435
27.775
29.9
30.27
32.35
32.73
35.145
37.51
40.025
42.42
44.88
45.835
46.67
47.045
47.35
47.675
47.99
48.3
48.57
48.87
49.245
49.535
49.84
50.695
51.64
51.975
52.255
52.6
52.865
53.175
53.47
53.77
54.11
54.715
55.605
56.49
56.825
57.17
57.475
57.8
58.085
58.38
58.695
59.015
59.295
59.64
60.49
61.375
61.78
62.065
62.375
62.665
63.015
63.3
63.915
64.16
66.59
66.93
69.365
71.54
71.865
73.98
74.29
76.4
76.755
79.15
79.505
79.85
80.16
80.465
80.705
81.05
81.31
81.77
82.05
82.32
82.58
82.825
83.165
83.455
